,anchor,burned,community,dToken,dex,masternode,total
2022-02-27,0.05514749,32.01311765863939,13.53870867,68.0520020369838,70.17518038,91.90329124,275.7374474756232
2022-02-28,0.05514749,32.01311765863939,13.53870867,68.0520020369838,70.17518038,91.90329124,275.7374474756232
2022-03-01,0.05514749,32.01311765863939,13.53870867,68.0520020369838,70.17518038,91.90329124,275.7374474756232
2022-03-02,0.05514749,32.01311765863939,13.53870867,68.0520020369838,70.17518038,91.90329124,275.7374474756232
2022-03-03,0.05514749,32.01311765863939,13.53870867,68.0520020369838,70.17518038,91.90329124,275.7374474756232
2022-03-04,0.05514749,32.01311765863939,13.53870867,68.0520020369838,70.17518038,91.90329124,275.7374474756232
2022-03-05,0.05423314,31.48234017326675,13.31423688,66.9236998432106,69.01167589,90.37953467,271.16572059647734
2022-03-06,0.05423314,31.48234017326675,13.31423688,66.9236998432106,69.01167589,90.37953467,271.16572059647734
2022-03-07,0.05423314,31.48234017326675,13.31423688,66.9236998432106,69.01167589,90.37953467,271.16572059647734
2022-03-08,0.05423314,31.48234017326675,13.31423688,66.9236998432106,69.01167589,90.37953467,271.16572059647734
2022-03-09,0.05423314,31.48234017326675,13.31423688,66.9236998432106,69.01167589,90.37953467,271.16572059647734
2022-03-10,0.05423314,31.48234017326675,13.31423688,66.9236998432106,69.01167589,90.37953467,271.16572059647734
2022-03-11,0.05423314,31.48234017326675,13.31423688,66.9236998432106,69.01167589,90.37953467,271.16572059647734
